"","fips","Hillary Clinton","Donald Trump","Jill Stein","Gary Johnson","Third","diff"
"2416","48257",10265,29537,197,980,1177,-19272
"2417","48259",3633,15663,86,554,640,-12030
"2418","48261",99,84,0,3,3,15
"2419","48263",59,360,0,14,14,-301
"2420","48265",4665,17658,114,653,767,-12993
"2421","48267",206,1697,5,37,42,-1491
"2422","48269",5,149,0,5,5,-144
"2423","48271",457,936,6,25,31,-479
"2424","48273",4713,4364,92,314,406,349
"2425","48275",247,1078,5,28,33,-831
"2426","48277",3579,14546,69,343,412,-10967
"2427","48279",770,3040,8,87,95,-2270
"2428","48281",1479,6371,47,252,299,-4892
"2429","48283",1125,870,10,44,54,255
"2430","48285",1170,7339,12,112,124,-6169
"2431","48287",1372,4996,28,126,154,-3624
"2432","48289",909,6391,13,94,107,-5482
"2433","48291",4851,18856,84,364,448,-14005
"2434","48293",1748,5747,27,126,153,-3999
"2435","48295",135,1159,3,25,28,-1024
"2436","48297",739,3450,13,65,78,-2711
"2437","48299",1825,8283,64,205,269,-6458
"2438","48301",4,57,2,1,3,-53
"2439","48303",27956,65566,630,3908,4538,-37610
"2440","48305",403,1546,7,41,48,-1143
"2441","48307",480,2546,9,51,60,-2066
"2442","48309",27046,48245,473,2491,2964,-21199
"2443","48311",40,454,1,2,3,-414
"2444","48313",881,3349,8,45,53,-2468
"2445","48315",1156,2968,13,69,82,-1812
"2446","48317",266,1453,5,31,36,-1187
"2447","48319",353,1656,7,37,44,-1303
"2448","48321",3357,8147,49,226,275,-4790
"2449","48323",10397,2816,109,266,375,7581
"2450","48325",4624,12054,106,403,509,-7430
"2451","48327",153,681,1,25,26,-528
"2452","48329",9993,36896,203,1661,1864,-26903
"2453","48331",2042,6340,49,176,225,-4298
"2454","48333",242,1949,6,41,47,-1707
"2455","48335",353,1780,7,50,57,-1427
"2456","48337",885,7526,23,170,193,-6641
"2457","48339",45744,150188,1015,6136,7151,-104444
"2458","48341",1096,3974,26,166,192,-2878
"2459","48343",1425,3443,19,77,96,-2018
"2460","48345",40,571,0,9,9,-531
"2461","48347",6822,14751,157,700,857,-7929
"2462","48349",3998,11984,57,343,400,-7986
"2463","48351",978,2961,11,60,71,-1983
"2464","48353",1029,3551,22,142,164,-2522
"2465","48355",49102,50704,846,3306,4152,-1602
"2466","48357",274,2628,5,74,79,-2354
"2467","48359",78,850,3,14,17,-772
"2468","48361",5716,25385,115,545,660,-19669
"2469","48363",1700,8222,48,205,253,-6522
"2470","48365",1835,8445,24,109,133,-6610
"2471","48367",8329,46433,214,1437,1651,-38104
"2472","48369",848,1911,4,55,59,-1063
"2473","48371",1551,2463,26,127,153,-912
"2474","48373",7123,26587,133,601,734,-19464
"2475","48375",7620,19499,190,1021,1211,-11879
"2476","48377",1458,652,29,64,93,806
"2477","48379",619,3919,15,77,92,-3300
"2478","48381",8340,43379,227,1867,2094,-35039
"2479","48383",167,709,2,22,24,-542
"2480","48385",262,1382,6,28,34,-1120
"2481","48387",1148,3924,8,67,75,-2776
"2482","48389",1659,1417,10,98,108,242
"2483","48391",1034,1830,10,71,81,-796
"2484","48393",20,524,0,6,6,-504
"2485","48395",2203,4665,17,125,142,-2462
"2486","48397",9633,28396,207,1293,1500,-18763
"2487","48399",452,3241,13,59,72,-2789
"2488","48401",3935,14675,51,333,384,-10740
"2489","48403",614,3992,9,27,36,-3378
"2490","48405",907,2620,6,30,36,-1713
"2491","48407",2034,8050,52,169,221,-6016
"2492","48409",7825,13004,113,571,684,-5179
"2493","48411",293,2025,4,32,36,-1732
"2494","48413",209,819,2,24,26,-610
"2495","48415",733,4403,22,103,125,-3670
"2496","48417",103,1378,0,21,21,-1275
"2497","48419",1757,7171,21,123,144,-5414
"2498","48421",96,807,3,27,30,-711
"2499","48423",22128,58631,340,2062,2402,-36503
"2500","48425",540,3206,23,107,130,-2666
"2501","48427",9246,2218,68,159,227,7028
"2502","48429",348,3033,7,65,72,-2685
"2503","48431",70,549,5,9,14,-479
"2504","48433",135,555,1,10,11,-420
"2505","48435",313,1075,5,22,27,-762
"2506","48437",462,1671,6,51,57,-1209
"2507","48439",288001,345683,5401,23747,29148,-57682
"2508","48441",10047,33172,288,1759,2047,-23125
"2509","48443",140,287,0,10,10,-147
"2510","48445",424,1295,14,30,44,-871
"2511","48447",84,715,2,7,9,-631
"2512","48449",2538,6405,44,189,233,-3867
"2513","48451",9117,27376,216,1395,1611,-18259
"2514","48453",306475,126750,7420,21866,29286,179725
"2515","48455",1154,4737,11,80,91,-3583
"2516","48457",1243,6601,22,103,125,-5358
"2517","48459",2378,13198,59,283,342,-10820
"2518","48461",284,961,3,48,51,-677
"2519","48463",3863,4828,54,191,245,-965
"2520","48465",6920,5856,131,569,700,1064
"2521","48467",2792,18436,77,384,461,-15644
"2522","48469",8843,21253,154,782,936,-12410
"2523","48471",6085,12878,161,559,720,-6793
"2524","48473",5744,10525,104,342,446,-4781
"2525","48475",780,2541,10,82,92,-1761
"2526","48477",3381,10944,70,352,422,-7563
"2527","48479",42297,12946,591,1033,1624,29351
"2528","48481",4238,10149,51,269,320,-5911
"2529","48483",194,2087,4,21,25,-1893
"2530","48485",8752,27609,256,1296,1552,-18857
"2531","48487",807,3166,13,115,128,-2359
"2532","48489",3416,1541,31,94,125,1875
"2533","48491",84252,104029,2038,10205,12243,-19777
"2534","48493",4790,13991,82,392,474,-9201
"2535","48495",420,1403,1,49,50,-983
"2536","48497",3412,20655,91,503,594,-17243
"2537","48499",2624,15681,64,277,341,-13057
"2538","48501",426,1797,3,73,76,-1371
"2539","48503",873,6587,19,179,198,-5714
"2540","48505",2056,1028,16,34,50,1028
"2541","48507",2633,692,16,49,65,1941
"2542","49001",264,1838,10,36,46,-1574
"2543","49003",1814,10324,59,513,572,-8510
"2544","49005",5435,12385,164,804,968,-6950
"2545","49007",1673,5055,39,184,223,-3382
"2546","49009",76,327,0,17,17,-251
"2547","49011",20206,41250,492,3387,3879,-21044
"2548","49013",500,5505,18,107,125,-5005
"2549","49015",379,3402,3,70,73,-3023
"2550","49017",352,1577,14,60,74,-1225
"2551","49019",1920,1924,107,175,282,-4
"2552","49021",977,4090,33,147,180,-3113
"2553","49023",436,2759,14,70,84,-2323
"2554","49025",739,2248,31,86,117,-1509
"2555","49027",429,3845,6,107,113,-3416
"2556","49029",572,3156,10,140,150,-2584
"2557","49031",31,537,1,10,11,-506
"2558","49033",104,786,1,21,22,-682
"2559","49035",126702,91375,2659,9834,12493,35327
"2560","49037",1143,2073,26,104,130,-930
"2561","49039",1026,6436,27,178,205,-5410
"2562","49041",648,6146,27,165,192,-5498
"2563","49043",10251,7160,162,736,898,3091
"2564","49045",4015,9693,148,672,820,-5678
"2565","49047",988,9745,44,268,312,-8757
"2566","49049",22934,84863,812,5132,5944,-61929
"2567","49051",2800,5627,64,373,437,-2827
"2568","49053",8369,33472,215,1121,1336,-25103
"2569","49055",271,959,10,17,27,-688
"2570","49057",22187,38447,876,3201,4077,-16260
"2571","50001",11217,5297,361,638,999,5920
"2572","50003",9539,5925,318,478,796,3614
"2573","50005",6445,5533,333,578,911,912
"2574","50007",54463,18298,1788,2443,4231,36165
"2575","50009",1019,1506,43,121,164,-487
"2576","5001",1939,3825,64,126,190,-1886
"2577","50011",9351,8752,320,836,1156,599
"2578","50013",2094,1487,49,131,180,607
"2579","50015",7241,3570,326,457,783,3671
"2580","50017",7522,4997,350,509,859,2525
"2581","50019",5181,5158,193,398,591,23
"2582","50021",13629,12471,467,946,1413,1158
"2583","50023",18594,7993,911,999,1910,10601
"2584","50025",14340,5462,677,582,1259,8878
"2585","50027",17544,8604,612,931,1543,8940
"2586","5003",2408,5338,34,156,190,-2930
"2587","5005",4163,14655,138,451,589,-10492
"2588","5007",27894,60751,946,3856,4802,-32857
"2589","5009",2925,12225,134,379,513,-9300
"2590","5011",1317,2163,16,73,89,-846
"2591","5013",636,1554,3,44,47,-918
"2592","5015",3334,6773,210,237,447,-3439
"2593","5017",2350,1716,15,35,50,634
"2594","5019",3606,4398,68,196,264,-792
"2595","5021",1999,3779,35,100,135,-1780
"2596","5023",2101,9454,63,229,292,-7353
"2597","5025",723,2460,8,59,67,-1737
"2598","5027",3140,5456,40,117,157,-2316
"2599","5029",2655,4844,43,171,214,-2189
"2600","5031",10474,22798,303,1026,1329,-12324
"2601","5033",4476,16655,173,578,751,-12179
"2602","5035",8368,6953,95,242,337,1415
"2603","5037",1995,4577,24,105,129,-2582
"2604","5039",1165,1507,12,26,38,-342
"2605","5041",2227,1915,4,44,48,312
"2606","5043",2364,3967,43,108,151,-1603
"2607","5045",14525,29170,507,1639,2146,-14645
"2608","5047",1376,5034,34,177,211,-3658
"2609","5049",1067,3470,41,107,148,-2403
"2610","5051",12283,26053,387,984,1371,-13770
"2611","5053",1407,5160,30,175,205,-3753
"2612","5055",3056,10698,97,401,498,-7642
"2613","5057",2371,4391,22,105,127,-2020
"2614","5059",3137,8153,112,237,349,-5016
"2615","5061",1350,3155,22,60,82,-1805
"2616","5063",2878,9925,85,350,435,-7047
"2617","5065",1111,4042,45,125,170,-2931
"2618","5067",1583,3262,26,111,137,-1679
"2619","5069",15721,9231,156,294,450,6490
"2620","5071",2421,6072,90,293,383,-3651
"2621","5073",1028,1750,5,26,31,-722
"2622","5075",1263,4064,39,165,204,-2801
"2623","5077",1735,1229,6,16,22,506
"2624","5079",1252,2455,16,48,64,-1203
"2625","5081",1397,3604,14,85,99,-2207
"2626","5083",1712,5737,54,195,249,-4025
"2627","5085",5638,19902,170,760,930,-14264
"2628","5087",1587,4917,54,144,198,-3330
"2629","5089",1377,5077,53,150,203,-3700
"2630","5091",4273,11293,69,237,306,-7020
"2631","5093",5621,6988,64,176,240,-1367
"2632","5095",1298,1400,9,35,44,-102
"2633","5097",735,2573,32,50,82,-1838
"2634","5099",1156,2001,6,35,41,-845
"2635","51001",6737,8582,62,262,324,-1845
"2636","51003",33297,19232,448,2100,2548,14065
"2637","51005",2165,4873,35,164,199,-2708
"2638","51007",2150,4704,11,129,140,-2554
"2639","51009",4986,9643,64,313,377,-4657
"2640","5101",699,2875,69,49,118,-2176
"2641","51011",2023,5714,31,136,167,-3691
"2642","51013",91879,20155,908,3816,4724,71724
"2643","51015",8108,26152,200,1599,1799,-18044
"2644","51017",603,1548,14,56,70,-945
"2645","51019",9733,30578,176,1073,1249,-20845
"2646","51021",453,2572,17,61,78,-2119
"2647","51023",4492,13369,101,495,596,-8877
"2648","51025",4473,3045,25,72,97,1428
"2649","51027",1721,7292,26,122,148,-5571
"2650","51029",3128,3969,27,102,129,-841
"2651","5103",4320,5347,24,97,121,-1027
"2652","51031",6597,19442,102,658,760,-12845
"2653","51033",6425,7143,99,368,467,-718
"2654","51035",2557,10653,69,220,289,-8096
"2655","51036",2244,1381,21,65,86,863
"2656","51037",2153,3479,11,111,122,-1326
"2657","51041",80993,84938,989,6241,7230,-3945
"2658","51043",3047,4657,55,261,316,-1610
"2659","51045",541,2139,20,54,74,-1598
"2660","51047",7744,13341,176,584,760,-5597
"2661","51049",2032,2693,24,94,118,-661
"2662","5105",1035,2979,38,112,150,-1944
"2663","51051",1335,4932,14,81,95,-3597
"2664","51053",5765,7447,46,196,242,-1682
"2665","51057",2541,2657,18,113,131,-116
"2666","51059",354485,157837,4551,15649,20200,196648
"2667","51061",12960,22110,267,1190,1457,-9150
"2668","51063",2300,5289,107,185,292,-2989
"2669","51065",5751,7018,80,425,505,-1267
"2670","51067",7254,18560,115,602,717,-11306
"2671","51069",11920,26069,323,1278,1601,-14149
"2672","5107",4292,2443,20,62,82,1849
"2673","51071",1949,5930,39,201,240,-3981
"2674","51073",5399,13087,134,691,825,-7688
"2675","51075",4884,8374,53,474,527,-3490
"2676","51077",1407,5593,55,110,165,-4186
"2677","51079",2923,5943,66,405,471,-3020
"2678","51081",2558,1737,6,50,56,821
"2679","51083",6890,9698,44,237,281,-2808
"2680","51085",19360,39592,314,2307,2621,-20232
"2681","51087",93615,59674,1091,5595,6686,33941
"2682","51089",8199,15207,98,378,476,-7008
"2683","5109",684,3150,8,73,81,-2466
"2684","51091",371,958,8,33,41,-587
"2685","51093",7673,11971,78,562,640,-4298
"2686","51095",19091,21284,281,1395,1676,-2193
"2687","51097",1451,2059,18,75,93,-608
"2688","51099",4002,7338,83,367,450,-3336
"2689","51101",2752,5963,42,260,302,-3211
"2690","51103",2862,3520,35,141,176,-658
"2691","51105",1627,7542,33,106,139,-5915
"2692","51107",99909,69633,1294,6051,7345,30276
"2693","51109",6208,10507,124,505,629,-4299
"2694","5111",1878,3149,34,106,140,-1271
"2695","51111",2226,3206,25,88,113,-980
"2696","51113",2202,4418,43,184,227,-2216
"2697","51115",1563,3515,31,147,178,-1952
"2698","51117",6571,8283,30,239,269,-1712
"2699","51119",2107,3668,33,140,173,-1561
"2700","51121",20015,19455,401,2026,2427,560
"2701","51125",3677,4150,81,240,321,-473
"2702","51127",3545,8117,52,347,399,-4572
"2703","5113",1210,6606,56,163,219,-5396
"2704","51131",3255,2686,40,116,156,569
"2705","51133",2830,5089,20,177,197,-2259
"2706","51135",2829,3712,25,116,141,-883
"2707","51137",5955,10511,115,398,513,-4556
"2708","51139",2514,7824,38,198,236,-5310
"2709","51141",1768,6454,49,147,196,-4686
"2710","51143",9195,21742,106,442,548,-12547
"2711","51145",4057,11875,73,639,712,-7818
"2712","51147",4590,4099,53,286,339,491
"2713","51149",6419,9157,70,374,444,-2738
"2714","5115",4818,15694,216,592,808,-10876
"2715","51153",83093,54065,1231,4209,5440,29028
"2716","51155",4170,10314,107,350,457,-6144
"2717","51157",1741,2532,36,93,129,-791
"2718","51159",1347,2213,13,57,70,-866
"2719","51161",16787,30857,278,1557,1835,-14070
"2720","51163",3506,6671,66,271,337,-3165
"2721","51165",9361,25269,208,1088,1296,-15908
"2722","51167",2328,9516,58,189,247,-7188
"2723","51169",1579,8242,39,142,181,-6663
"2724","5117",812,2503,10,56,66,-1691
"2725","51171",5269,14078,147,555,702,-8809
"2726","51173",2661,9747,52,257,309,-7086
"2727","51175",3595,5035,27,156,183,-1440
"2728","51177",24204,34619,450,1910,2360,-10415
"2729","51179",27879,33840,488,2137,2625,-5961
"2730","51181",2069,1785,16,78,94,284
"2731","51183",2874,2055,22,63,85,819
"2732","51185",2895,15160,54,260,314,-12265
"2733","51187",5165,11762,149,493,642,-6597
"2734","5119",89377,61182,1549,4320,5869,28195
"2735","51191",5548,19309,93,536,629,-13761
"2736","51193",3723,4331,37,151,188,-608
"2737","51195",2687,11983,77,179,256,-9296
"2738","51197",2765,10044,49,285,334,-7279
"2739","51199",12989,18823,327,1384,1711,-5834
"2740","5121",1425,4508,53,203,256,-3083
"2741","5123",4031,3195,18,64,82,836
"2742","5125",13247,35852,826,1464,2290,-22605
"2743","5127",507,2378,21,70,91,-1871
"2744","5129",601,2955,18,68,86,-2354
"2745","5131",12184,28769,476,1605,2081,-16585
"2746","5133",1075,3281,20,83,103,-2206
"2747","5135",1472,5405,49,154,203,-3933
"2748","5137",1189,4081,61,117,178,-2892
"2749","5139",5667,10201,69,263,332,-4534
"2750","5141",1547,5382,2,82,84,-3835
"2751","5143",32296,40418,1275,3280,4555,-8122
"2752","5145",5157,21038,151,695,846,-15881
"2753","5147",1117,1344,11,45,56,-227
"2754","5149",1472,4600,47,157,204,-3128
"2755","51510",57147,13241,589,2016,2605,43906
"2756","51520",1832,4884,50,136,186,-3052
"2757","51530",693,1432,13,83,96,-739
"2758","51540",17865,2951,230,784,1014,14914
"2759","51550",52554,53988,698,3453,4151,-1434
"2760","51570",2367,5681,44,247,291,-3314
"2761","51580",914,1349,8,73,81,-435
"2762","51590",11051,7306,73,315,388,3745
"2763","51595",1531,792,10,26,36,739
"2764","51600",7363,3695,106,427,533,3668
"2765","51610",5810,1323,70,236,306,4487
"2766","51620",2516,1421,16,72,88,1095
"2767","51630",6690,3731,137,388,525,2959
"2768","51640",680,1603,7,45,52,-923
"2769","51650",41030,17802,472,1641,2113,23228
"2770","51660",10100,6232,252,800,1052,3868
"2771","51670",4722,3885,58,212,270,837
"2772","51678",1514,766,20,92,112,748
"2773","51680",14787,17979,207,1378,1585,-3192
"2774","51683",8395,5934,147,487,634,2461
"2775","51685",3218,1732,45,162,207,1486
"2776","51690",3531,2149,29,113,142,1382
"2777","51700",40997,23650,550,2373,2923,17347
"2778","51710",51429,19875,740,2439,3179,31554
"2779","51720",383,1021,6,24,30,-638
"2780","51730",12005,1448,67,139,206,10557
"2781","51735",1599,5089,43,307,350,-3490
"2782","51740",28462,12773,340,1094,1434,15689
"2783","51750",2923,2637,58,301,359,286
"2784","51760",74640,14254,1083,3706,4789,60386
"2785","51770",23403,16045,429,1400,1829,7358
"2786","51775",4212,7225,92,442,534,-3013
"2787","51790",5329,5129,109,419,528,200
"2788","51800",23012,17206,214,1075,1289,5806
"2789","51810",76744,84389,1566,7208,8774,-7645
"2790","51820",3762,4798,74,335,409,-1036
"2791","51830",5199,1921,84,230,314,3278
"2792","51840",5161,4786,99,400,499,375
"2793","53001",1118,2740,18,156,174,-1622
"2794","53003",3118,5712,116,619,735,-2594
"2795","53005",23160,42071,660,3976,4636,-18911
"2796","53007",8402,11556,223,733,956,-3154
"2797","53009",13733,13741,438,1095,1533,-8
"2798","53011",88507,88266,3060,9389,12449,241
"2799","53013",482,1359,24,83,107,-877
"2800","53015",15296,20216,545,1695,2240,-4920
"2801","53017",3452,6875,96,445,541,-3423
"2802","53019",960,1927,46,149,195,-967
"2803","53021",5594,8242,110,620,730,-2648
"2804","53023",276,841,14,87,101,-565
"2805","53025",7400,17813,283,1318,1601,-10413
"2806","53027",10194,11818,438,1111,1549,-1624
"2807","53029",20173,17634,748,2147,2895,2539
"2808","53031",11987,5716,646,683,1329,6271
"2809","53033",638033,191806,14180,34865,49045,446227
"2810","53035",57049,43265,1895,7257,9152,13784
"2811","53037",5452,7530,184,516,700,-2078
"2812","53039",3196,4436,127,293,420,-1240
"2813","53041",5750,12503,201,716,917,-6753
"2814","53043",1222,4056,49,243,292,-2834
"2815","53045",11598,13256,512,1485,1997,-1658
"2816","53047",2630,4048,86,228,314,-1418
"2817","53049",3900,4444,140,319,459,-544
"2818","53051",1871,4227,95,300,395,-2356
"2819","53053",148918,125964,4809,16305,21114,22954
"2820","53055",6735,2523,411,350,761,4212
"2821","53057",17905,15541,498,1551,2049,2364
"2822","53059",2098,2789,123,247,370,-691
"2823","53061",165740,114775,5310,16902,22212,50965
"2824","53063",83941,100669,3398,11340,14738,-16728
"2825","53065",3477,8463,115,479,594,-4986
"2826","53067",62130,44320,2948,6482,9430,17810
"2827","53069",824,1328,50,110,160,-504
"2828","53071",6260,8869,172,701,873,-2609
"2829","53073",57197,38985,2757,4479,7236,18212
"2830","53075",3903,3732,112,465,577,171
"2831","53077",20039,29592,379,1840,2219,-9553
"2832","54001",1213,4509,63,212,275,-3296
"2833","54003",12287,28210,470,1617,2087,-15923
"2834","54005",1783,6483,69,246,315,-4700
"2835","54007",1315,3516,47,157,204,-2201
"2836","54009",2549,6574,98,296,394,-4025
"2837","54011",11306,19648,388,1182,1570,-8342
"2838","54013",456,2023,44,63,107,-1567
"2839","54015",566,2289,24,60,84,-1723
"2840","54017",360,2347,37,64,101,-1987
"2841","54019",4246,10263,179,434,613,-6017
"2842","54021",537,1889,24,68,92,-1352
"2843","54023",510,4338,21,65,86,-3828
"2844","54025",3743,9499,200,472,672,-5756
"2845","54027",1576,6646,103,195,298,-5070
"2846","54029",3247,8870,122,367,489,-5623
"2847","54031",1249,4544,45,149,194,-3295
"2848","54033",7675,18687,326,1035,1361,-11012
"2849","54035",2648,8959,106,302,408,-6311
"2850","54037",9458,13144,326,992,1318,-3686
"2851","54039",27985,43464,805,2476,3281,-15479
"2852","54041",1336,5245,69,207,276,-3909
"2853","54043",1435,5257,62,187,249,-3822
"2854","54045",2082,9866,84,235,319,-7784
"2855","54047",1429,4614,27,90,117,-3185
"2856","54049",6926,14592,367,894,1261,-7666
"2857","54051",2894,9565,151,414,565,-6671
"2858","54053",2069,7597,86,275,361,-5528
"2859","54055",4689,17362,207,549,756,-12673
"2860","54057",2019,8957,120,276,396,-6938
"2861","54059",1365,7876,31,145,176,-6511
"2862","54061",14568,18278,806,1807,2613,-3710
"2863","54063",1089,4337,54,147,201,-3248
"2864","54065",1568,5718,103,208,311,-4150
"2865","54067",1821,7169,82,279,361,-5348
"2866","54069",5452,11077,382,738,1120,-5625
"2867","54071",726,2388,18,73,91,-1662
"2868","54073",620,2342,20,120,140,-1722
"2869","54075",924,2474,57,149,206,-1550
"2870","54077",2462,9501,130,427,557,-7039
"2871","54079",5784,17455,262,811,1073,-11671
"2872","54081",6362,21835,252,675,927,-15473
"2873","54083",2724,7583,93,338,431,-4859
"2874","54085",490,3376,40,105,145,-2886
"2875","54087",1220,3772,65,141,206,-2552
"2876","54089",1186,3444,57,137,194,-2258
"2877","54091",1483,4701,77,194,271,-3218
"2878","54093",750,2557,46,101,147,-1807
"2879","54095",505,2967,25,102,127,-2462
"2880","54097",1763,6971,88,310,398,-5208
"2881","54099",3334,11077,119,420,539,-7743
"2882","54101",554,2284,30,79,109,-1730
"2883","54103",1348,4461,65,242,307,-3113
"2884","54105",383,1903,23,84,107,-1520
"2885","54107",8327,25168,367,1251,1618,-16841
"2886","54109",1061,6527,38,136,174,-5466
"2887","55001",3780,5983,80,207,287,-2203
"2888","55003",4136,3428,140,182,322,708
"2889","55005",7881,13595,169,726,895,-5714
"2890","55007",4953,4125,185,186,371,828
"2891","55009",53358,67192,1371,4982,6353,-13834
"2892","55011",2531,4049,74,218,292,-1518
"2893","55013",2948,5412,67,229,296,-2464
"2894","55015",9634,15345,204,1052,1256,-5711
"2895","55017",11875,17912,264,1207,1471,-6037
"2896","55019",4225,8645,107,446,553,-4420
"2897","55021",13525,14160,347,1092,1439,-635
"2898","55023",3426,3844,73,277,350,-418
"2899","55025",217506,71270,4314,10544,14858,146236
"2900","55027",13968,26643,361,1539,1900,-12675
"2901","55029",8026,8584,145,558,703,-558
"2902","55031",11342,9657,337,723,1060,1685
"2903","55033",9025,11487,297,1094,1391,-2462
"2904","55035",27271,23301,699,2500,3199,3970
"2905","55037",666,1897,17,64,81,-1231
"2906","55039",17391,31044,449,1910,2359,-13653
"2907","55041",1583,2787,36,80,116,-1204
"2908","55043",10047,12347,308,1167,1475,-2300
"2909","55045",9121,8693,196,687,883,428
"2910","55047",2700,6210,74,274,348,-3510
"2911","55049",6669,4809,112,456,568,1860
"2912","55051",1273,2090,31,72,103,-817
"2913","55053",3821,4907,105,300,405,-1086
"2914","55055",16559,23409,462,1660,2122,-6850
"2915","55057",4100,7188,106,286,392,-3088
"2916","55059",35770,36025,867,2731,3598,-255
"2917","55061",3623,6616,79,348,427,-2993
"2918","55063",32402,26384,920,2673,3593,6018
"2919","55065",3288,3977,49,238,287,-689
"2920","55067",3260,6436,66,279,345,-3176
"2921","55069",5370,8400,114,595,709,-3030
"2922","55071",14563,23234,347,1559,1906,-8671
"2923","55073",26476,39010,641,2330,2971,-12534
"2924","55075",6243,12995,131,507,638,-6752
"2925","55077",2808,4712,50,187,237,-1904
"2926","55078",1003,269,7,0,7,734
"2927","55079",288986,126091,4534,13589,18123,162895
"2928","55081",7047,11442,229,701,930,-4395
"2929","55083",5886,13255,114,569,683,-7369
"2930","55085",8103,11677,191,751,942,-3574
"2931","55087",38117,51579,983,3905,4888,-13462
"2932","55089",20167,30458,387,2111,2498,-10291
"2933","55091",1345,2228,33,115,148,-883
"2934","55093",8380,11260,281,1044,1325,-2880
"2935","55095",7568,13864,232,886,1118,-6296
"2936","55097",18524,17310,583,1490,2073,1214
"2937","55099",2671,4562,83,199,282,-1891
"2938","55101",42506,46620,834,3246,4080,-4114
"2939","55103",3577,4021,107,219,326,-444
"2940","55105",39336,31483,885,2859,3744,7853
"2941","55107",2171,4564,56,189,245,-2393
"2942","55109",17496,26123,513,2338,2851,-8627
"2943","55111",16050,15871,472,1208,1680,179
"2944","55113",2846,4625,78,188,266,-1779
"2945","55115",6056,12742,160,603,763,-6686
"2946","55117",22636,32368,538,2320,2858,-9732
"2947","55119",2398,6589,67,279,346,-4191
"2948","55121",5645,7370,114,372,486,-1725
"2949","55123",6351,6994,296,447,743,-643
"2950","55125",4769,8169,116,340,456,-3400
"2951","55127",18706,28848,612,2116,2728,-10142
"2952","55129",3283,5404,74,267,341,-2121
"2953","55131",20854,51729,548,2745,3293,-30875
"2954","55133",79199,145519,1674,8890,10564,-66320
"2955","55135",8303,16013,237,793,1030,-7710
"2956","55137",3802,7669,93,314,407,-3867
"2957","55139",37054,43447,1063,3820,4883,-6393
"2958","55141",14232,21502,392,1364,1756,-7270
"2959","56001",6888,7601,344,1391,1735,-713
"2960","56003",594,4067,35,250,285,-3473
"2961","56005",1324,15778,66,653,719,-14454
"2962","56007",1279,4409,49,381,430,-3130
"2963","56009",668,5520,42,251,293,-4852
"2964","56011",271,3347,11,118,129,-3076
"2965","56013",4200,11167,233,773,1006,-6967
"2966","56015",924,4418,45,234,279,-3494
"2967","56017",400,1939,35,136,171,-1539
"2968","56019",638,3477,33,174,207,-2839
"2969","56021",11572,24844,434,2656,3090,-13272
"2970","56023",1105,6779,46,331,377,-5674
"2971","56025",6573,23523,310,1787,2097,-16950
"2972","56027",115,1116,7,49,56,-1001
"2973","56029",2535,11115,151,625,776,-8580
"2974","56031",719,3437,36,180,216,-2718
"2975","56033",2926,10266,158,729,887,-7340
"2976","56035",644,3409,28,169,197,-2765
"2977","56037",3233,12153,152,928,1080,-8920
"2978","56039",7313,3920,172,701,873,3393
"2979","56041",1202,6154,79,472,551,-4952
"2980","56043",532,2911,37,194,231,-2379
"2981","56045",294,2898,9,103,112,-2604
"2982","6001",337524,64010,10458,10568,21026,273514
"2983","6003",318,211,21,22,43,107
"2984","6005",3420,6069,98,441,539,-2649
"2985","6007",31638,35354,1728,3205,4933,-3716
"2986","6009",6740,11064,309,871,1180,-4324
"2987","6011",2484,3425,75,240,315,-941
"2988","6013",231968,87211,5564,11497,17061,144757
"2989","6015",2997,4370,185,330,515,-1373
"2990","6017",28026,37286,914,3477,4391,-9260
"2991","6019",98103,94005,2780,6245,9025,4098
"2992","6021",1766,3405,55,192,247,-1639
"2993","6023",19596,10883,1800,1167,2967,8713
"2994","6025",14331,5607,298,500,798,8724
"2995","6027",3067,4128,203,318,521,-1061
"2996","6029",64980,95064,1663,6087,7750,-30084
"2997","6031",9077,13158,246,870,1116,-4081
"2998","6033",6240,5752,457,533,990,488
"2999","6035",2026,6533,92,398,490,-4507
"3000","6037",1654626,542591,46682,56905,103587,1112035
"3001","6039",13283,19221,470,1161,1631,-5938
"3002","6041",69518,14214,1748,2425,4173,55304
"3003","6043",2568,4317,140,274,414,-1749
"3004","6045",6905,3571,525,400,925,3334
"3005","6047",21856,18486,578,1345,1923,3370
"3006","6049",798,2413,41,98,139,-1615
"3007","6051",2551,1989,128,220,348,562
"3008","6053",47387,19580,1316,2242,3558,27807
"3009","6055",20454,9335,469,1189,1658,11119
"3010","6057",16199,14686,992,1338,2330,1513
"3011","6059",413982,371268,10741,31103,41844,42714
"3012","6061",43915,55212,1208,4694,5902,-11297
"3013","6063",3224,5079,153,351,504,-1855
"3014","6065",253215,240013,6523,15427,21950,13202
"3015","6067",217211,133829,5639,15202,20841,83382
"3016","6069",6751,4358,175,407,582,2393
"3017","6071",258409,214698,7410,15472,22882,43711
"3018","6073",429338,298521,11005,27799,38804,130817
"3019","6075",238772,27633,6412,5922,12334,211139
"3020","6077",71349,56194,1583,4483,6066,15155
"3021","6079",53911,44981,2018,4787,6805,8930
"3022","6081",163084,40809,3036,6136,9172,122275
"3023","6083",85147,45788,2716,5198,7914,39359
