"","FIPS","HRC","DJT","JS","GJ","Third","diff","total","pctHRC","pctDJT","pctDiff"
"805","21123",1278,4799,28,174,202,-3521,6279,20.3535594839943,76.4293677337156,-56.0758082497213
"806","21125",3440,20592,114,473,587,-17152,24619,13.9729477233031,83.6427149762379,-69.6697672529347
"807","21127",1045,4816,32,107,139,-3771,6000,17.4166666666667,80.2666666666667,-62.85
"808","21129",444,2151,7,42,49,-1707,2644,16.7927382753404,81.3540090771558,-64.5612708018154
"809","21131",400,4015,15,39,54,-3615,4469,8.95054822107854,89.8411277690759,-80.8905795479973
"810","21133",1542,7293,37,210,247,-5751,9082,16.978639066285,80.3016956617485,-63.3230565954636
"811","21135",785,4363,16,95,111,-3578,5259,14.926792165811,82.9625404069215,-68.0357482411105
"812","21137",1865,7338,44,226,270,-5473,9473,19.6875329884936,77.4622611633062,-57.7747281748126
"813","21139",887,3570,24,115,139,-2683,4596,19.2993907745866,77.6762402088773,-58.3768494342907
"814","21141",2755,7778,43,229,272,-5023,10805,25.4974548819991,71.9851920407219,-46.4877371587228
"815","21143",1045,2789,15,74,89,-1744,3923,26.6377772113179,71.0935508539383,-44.4557736426204
"816","21145",9134,20774,217,839,1056,-11640,30964,29.4987727683762,67.0908151401628,-37.5920423717866
"817","21147",664,5012,18,59,77,-4348,5753,11.5418042760299,87.1197636015992,-75.5779593255693
"818","21149",988,3381,15,137,152,-2393,4521,21.8535722185357,74.7843397478434,-52.9307675293077
"819","21151",11793,23431,353,1189,1542,-11638,36766,32.0758309307512,63.7300767013001,-31.6542457705489
"820","21153",1172,3824,17,66,83,-2652,5079,23.0754085449892,75.2904114983264,-52.2150029533373
"821","21155",2679,5122,33,215,248,-2443,8049,33.2836377189713,63.6352341905827,-30.3515964716114
"822","21157",3672,12322,84,426,510,-8650,16504,22.249151720795,74.6606883179835,-52.4115365971886
"823","21159",363,3503,13,52,65,-3140,3931,9.23429152887306,89.112185194607,-79.8778936657339
"824","21161",1970,4944,38,173,211,-2974,7125,27.6491228070175,69.3894736842105,-41.740350877193
"825","21163",3026,8660,97,333,430,-5634,12116,24.9752393529218,71.4757345658633,-46.5004952129416
"826","21165",700,2010,14,43,57,-1310,2767,25.2981568485725,72.6418503794723,-47.3436935308999
"827","21167",2395,7740,68,275,343,-5345,10478,22.8574155373163,73.8690589807215,-51.0116434434052
"828","21169",976,3491,22,86,108,-2515,4575,21.3333333333333,76.3060109289618,-54.9726775956284
"829","21171",601,4278,13,76,89,-3677,4968,12.097423510467,86.1111111111111,-74.0136876006441
"830","21173",3158,7856,68,264,332,-4698,11346,27.8335977436982,69.2402608848934,-41.4066631411951
"831","21175",1006,3628,26,63,89,-2622,4723,21.3000211729833,76.8155833156892,-55.5155621427059
"832","21177",3272,9393,44,230,274,-6121,12939,25.2878893268413,72.5944817992117,-47.3065924723703
"833","21179",6434,13430,131,565,696,-6996,20560,31.2937743190661,65.3210116731518,-34.0272373540856
"834","21181",787,1957,9,65,74,-1170,2818,27.9276082327892,69.4464158977999,-41.5188076650107
"835","21183",2080,7942,64,207,271,-5862,10293,20.2079082871855,77.1592344311668,-56.9513261439813
"836","21185",10268,20469,282,1229,1511,-10201,32248,31.8407343091044,63.4737037955842,-31.6329694864798
"837","21187",1062,3745,25,122,147,-2683,4954,21.4372224465079,75.5954784012919,-54.158255954784
"838","21189",256,1474,0,24,24,-1218,1754,14.5952109464082,84.036488027366,-69.4412770809578
"839","21191",1164,4604,27,145,172,-3440,5940,19.5959595959596,77.5084175084175,-57.9124579124579
"840","21193",2136,8158,47,168,215,-6022,10509,20.3254353411362,77.6286992102008,-57.3032638690646
"841","21195",4277,19740,86,411,497,-15463,24514,17.4471730439749,80.5254140491148,-63.0782410051399
"842","21197",1272,3513,27,118,145,-2241,4930,25.8012170385396,71.2576064908722,-45.4563894523327
"843","21199",4208,22900,127,562,689,-18692,27797,15.1383242795985,82.3829909702486,-67.2446666906501
"844","21201",222,759,5,19,24,-537,1005,22.089552238806,75.5223880597015,-53.4328358208955
"845","21203",915,5609,25,87,112,-4694,6636,13.7884267631103,84.5238095238095,-70.7353827606992
"846","21205",3295,5174,85,207,292,-1879,8761,37.6098618879123,59.057185252825,-21.4473233649127
"847","21207",1093,6863,14,153,167,-5770,8123,13.4556198448849,84.4884894743321,-71.0328696294472
"848","21209",7713,15052,139,853,992,-7339,23757,32.4662204823841,63.3581681188702,-30.8919476364861
"849","21211",6276,13196,138,629,767,-6920,20239,31.0094372251593,65.2008498443599,-34.1914126192005
"850","21213",2144,5077,38,200,238,-2933,7459,28.7437994369218,68.0654243196139,-39.321624882692
"851","21215",1921,7196,44,237,281,-5275,9398,20.4405192594169,76.5694828686955,-56.1289636092786
"852","21217",2553,8320,53,233,286,-5767,11159,22.878394121337,74.5586522089793,-51.6802580876423
"853","21219",1042,3612,26,64,90,-2570,4744,21.964586846543,76.1382799325464,-54.1736930860034
"854","21221",1587,4928,45,121,166,-3341,6681,23.753929052537,73.7614129621314,-50.0074839095944
"855","21223",879,2771,20,88,108,-1892,3758,23.3901011176158,73.7360298030868,-50.345928685471
"856","21225",1331,4701,29,115,144,-3370,6176,21.5511658031088,76.1172279792746,-54.5660621761658
"857","21227",16966,28673,415,1605,2020,-11707,47659,35.5987326632955,60.1628233911748,-24.5640907278793
"858","21229",1420,4013,17,111,128,-2593,5561,25.5349757237907,72.1632799856141,-46.6283042618234
"859","21231",1431,6370,30,116,146,-4939,7947,18.0067950169875,80.1560337234176,-62.1492387064301
"860","21233",1240,4397,22,111,133,-3157,5770,21.4904679376083,76.2045060658579,-54.7140381282496
"861","21235",2067,11312,41,242,283,-9245,13662,15.1295564339043,82.799004538135,-67.6694481042307
"862","21237",753,1804,9,42,51,-1051,2608,28.8726993865031,69.1717791411043,-40.2990797546012
"863","21239",4958,7697,117,529,646,-2739,13301,37.2753928276069,57.8678294865048,-20.5924366588978
"864","22001",5638,21159,106,281,387,-15521,27184,20.7401412595644,77.8362271924662,-57.0960859329017
"865","22003",2106,6867,50,102,152,-4761,9125,23.0794520547945,75.2547945205479,-52.1753424657534
"866","22005",16471,36135,324,1182,1506,-19664,54112,30.4387196924897,66.7781638083974,-36.3394441159077
"867","22007",3931,6714,39,127,166,-2783,10811,36.3611136805106,62.1034131902692,-25.7422995097586
"868","22009",5032,11163,69,188,257,-6131,16452,30.5859469973256,67.8519328956966,-37.265985898371
"869","22011",2393,12238,64,225,289,-9845,14920,16.0388739946381,82.0241286863271,-65.985254691689
"870","22013",3129,3756,23,54,77,-627,6962,44.9439816144786,53.9500143636886,-9.00603274920999
"871","22015",12638,35451,262,1022,1284,-22813,49373,25.5969862070362,71.8024021226176,-46.2054159155814
"872","22017",53448,48977,663,1861,2524,4471,104949,50.9275934025098,46.6674289416764,4.26016446083335
"873","22019",26293,54182,551,1786,2337,-27889,82812,31.7502294353475,65.4277157899821,-33.6774863546346
"874","22021",788,3822,14,28,42,-3034,4652,16.938950988822,82.158211521926,-65.219260533104
"875","22023",323,3256,16,57,73,-2933,3652,8.84446878422782,89.1566265060241,-80.3121577217963
"876","22025",1322,3479,14,17,31,-2157,4832,27.3592715231788,71.9991721854305,-44.6399006622517
"877","22027",2717,3585,25,45,70,-868,6372,42.639673571877,56.2617702448211,-13.6220966729441
"878","22029",3272,5474,14,68,82,-2202,8828,37.0638876302673,62.0072496601722,-24.9433620299048
"879","22031",5163,8067,33,128,161,-2904,13391,38.5557463968337,60.2419535508924,-21.6862071540587
"880","22033",102711,84620,1642,4959,6601,18091,193932,52.9623785656828,43.6338510405709,9.3285275251119
"881","22035",1838,1059,6,16,22,779,2919,62.9667694415896,36.2795477903392,26.6872216512504
"882","22037",4235,5569,38,102,140,-1334,9944,42.5884955752212,56.0036202735318,-13.4151246983105
"883","22039",4208,10357,66,116,182,-6149,14747,28.5346172102801,70.2312334712145,-41.6966162609344
"884","22041",2506,6514,28,68,96,-4008,9116,27.4901272487933,71.4567792891619,-43.9666520403686
"885","22043",1181,7406,34,126,160,-6225,8747,13.5017720361267,84.6690293815022,-71.1672573453756
"886","22045",10698,20903,170,443,613,-10205,32214,33.2091637176383,64.8879369218352,-31.6787732041969
"887","22047",8324,7320,92,165,257,1004,15901,52.3489088736557,46.0348405760644,6.31406829759134
"888","22049",2139,5169,20,74,94,-3030,7402,28.8975952445285,69.8324777087274,-40.9348824641989
"889","22051",73540,100292,1606,4297,5903,-26752,179735,40.9157926948007,55.7999276712938,-14.8841349764932
"890","22053",3080,10775,71,185,256,-7695,14111,21.8269435192403,76.3588689674722,-54.5319254482319
"891","22055",32726,68191,851,2833,3684,-35465,104601,31.2865077771723,65.1915373657996,-33.9050295886273
"892","22057",8423,31958,233,734,967,-23535,41348,20.3709973880236,77.2903163393635,-56.9193189513399
"893","22059",605,5835,19,53,72,-5230,6512,9.29054054054054,89.6038083538084,-80.3132678132678
"894","22061",7102,10761,120,440,560,-3659,18423,38.5496390381588,58.4106822992998,-19.861043261141
"895","22063",6950,48797,292,1149,1441,-41847,57188,12.1528992096244,85.3273414002938,-73.1744421906694
"896","22065",2744,1927,15,17,32,817,4703,58.3457367637678,40.9738464809696,17.3718902827982
"897","22067",5155,6502,46,73,119,-1347,11776,43.7754755434783,55.2139945652174,-11.4385190217391
"898","22069",7143,8965,91,260,351,-1822,16459,43.3987484051279,54.468679749681,-11.0699313445531
"899","22071",133833,24267,2544,3636,6180,109566,164280,81.4663988312637,14.7717311906501,66.6946676406136
"900","22073",24420,41712,343,980,1323,-17292,67455,36.2019123860351,61.836780075606,-25.6348676895708
"901","22075",3347,6900,74,178,252,-3553,10499,31.8792265930089,65.7205448137918,-33.8413182207829
"902","22077",4764,6789,35,86,121,-2025,11674,40.8086345725544,58.1548740791503,-17.3462395065959
"903","22079",18318,36814,314,858,1172,-18496,56304,32.5341005967604,65.3843421426542,-32.8502415458937
"904","22081",1938,2391,11,47,58,-453,4387,44.1759744700251,54.5019375427399,-10.3259630727148
"905","22083",3157,6286,35,67,102,-3129,9545,33.074908328968,65.8564693556836,-32.7815610267156
"906","22085",1703,7877,24,97,121,-6174,9701,17.5548912483249,81.1978146582827,-63.6429234099577
"907","22087",4957,10232,169,308,477,-5275,15666,31.6417719902975,65.313417592238,-33.6716456019405
"908","22089",8558,16620,186,592,778,-8062,25956,32.9711820003082,64.0314378178456,-31.0602558175374
"909","22091",3353,2497,18,43,61,856,5911,56.7247504652343,42.2432752495348,14.4814752156995
"910","22093",6418,5456,44,98,142,962,12016,53.4121171770972,45.4061251664447,8.00599201065247
"911","22095",12658,7569,122,228,350,5089,20577,61.5152840550129,36.783787724158,24.7314963308548
"912","22097",17208,21966,181,349,530,-4758,39704,43.3407213379005,55.3244005641749,-11.9836792262744
"913","22099",8266,16872,121,303,424,-8606,25562,32.3370628276348,66.0042250215163,-33.6671621938815
"914","22101",8050,14353,85,245,330,-6303,22733,35.411076408745,63.1372894030704,-27.7262129943254
"915","22103",27716,90914,1018,3409,4427,-63198,123057,22.5228958937728,73.8795842577017,-51.3566883639289
"916","22105",16869,33933,286,843,1129,-17064,51931,32.4834877048391,65.3424736669812,-32.8589859621421
"917","22107",1329,1180,8,13,21,149,2530,52.5296442687747,46.6403162055336,5.8893280632411
"918","22109",10664,31900,215,808,1023,-21236,43587,24.4660105077202,73.1869594145043,-48.7209489067841
"919","22111",2691,7972,32,108,140,-5281,10803,24.9097472924188,73.7943163935944,-48.8845691011756
"920","22113",4745,19807,115,387,502,-15062,25054,18.9390915622256,79.057236369442,-60.1181448072164
"921","22115",2665,13471,72,265,337,-10806,16473,16.177988223153,81.7762399077278,-65.5982516845748
"922","22117",5690,12552,68,185,253,-6862,18495,30.765071640984,67.8669910786699,-37.1019194376859
"923","22119",6259,11538,63,166,229,-5279,18026,34.7220681238211,64.0075446577166,-29.2854765338955
"924","22121",5382,6926,72,206,278,-1544,12586,42.7617988240903,55.0293977435246,-12.2675989194343
"925","22123",715,3970,10,27,37,-3255,4722,15.141889030072,84.0745446844557,-68.9326556543837
"926","22125",2247,3390,17,97,114,-1143,5751,39.0714658320292,58.9462702138758,-19.8748043818466
"927","22127",1643,4605,29,40,69,-2962,6317,26.0091815735317,72.8985277821751,-46.8893462086433
"928","23001",22975,28189,885,3291,4176,-5214,55340,41.5160823997109,50.9378388146007,-9.42175641488977
"929","23003",13377,19419,516,1651,2167,-6042,34963,38.2604467580013,55.5415725195206,-17.2811257615193
"930","23005",102935,57697,3211,7406,10617,45238,171249,60.1083801949208,33.691875572996,26.4165046219248
"931","23007",7001,7900,379,1102,1481,-899,16382,42.7359296789159,48.2236601147601,-5.48773043584421
"932","23009",16107,13682,641,1553,2194,2425,31983,50.3611293499672,42.7789763311759,7.58215301879123
"933","23011",29296,31753,1258,3692,4950,-2457,65999,44.388551341687,48.1113350202276,-3.72278367854059
"934","23013",12440,9148,535,898,1433,3292,23021,54.0376178272013,39.7376308587811,14.2999869684201
"935","23015",10241,9727,425,1039,1464,514,21432,47.7836879432624,45.3854050018664,2.39828294139604
"936","23017",12172,16214,661,2047,2708,-4042,31094,39.1458159130379,52.1451083810381,-12.9992924680003
"937","23019",32832,41601,1417,4378,5795,-8769,80228,40.9233684000598,51.8534676172907,-10.9300992172309
"938","23021",3098,5403,179,464,643,-2305,9144,33.8801399825022,59.0879265091864,-25.2077865266842
"939","23023",10679,9304,435,1178,1613,1375,21596,49.4489720318577,43.0820522318948,6.36691979996295
"940","23025",9092,14998,516,1362,1878,-5906,25968,35.0123228589033,57.7556993222428,-22.7433764633395
"941","23027",10442,10378,590,1220,1810,64,22630,46.1422889969068,45.8594785682722,0.282810428634562
"942","23029",6358,9037,373,791,1164,-2679,16559,38.3960384081164,54.5745516033577,-16.1785131952413
"943","23031",55828,50388,2054,5692,7746,5440,113962,48.9882592443095,44.214738246082,4.77352099822748
"944","24001",6665,20025,336,778,1114,-13360,27804,23.9713710257517,72.022011221407,-48.0506401956553
"945","24003",116074,114509,2991,9365,12356,1565,242939,47.7790721127526,47.1348774795319,0.644194633220685
"946","24005",189437,131009,4573,9998,14571,58428,335017,56.5454887363925,39.1051797371477,17.4403089992448
"947","24009",16669,24680,449,1647,2096,-8011,43445,38.368051559443,56.8074577051444,-18.4394061457015
"948","24011",3747,8999,121,415,536,-5252,13282,28.2111127842192,67.7533503990363,-39.542237614817
"949","24013",24314,55593,961,4011,4972,-31279,84879,28.6454835707301,65.4967659845191,-36.851282413789
"950","24015",12651,27579,535,1544,2079,-14928,42309,29.9014394100546,65.1847124725236,-35.283273062469
"951","24017",46063,24163,699,1555,2254,21900,72480,63.5527041942605,33.337472406181,30.2152317880795
"952","24019",5695,7938,94,307,401,-2243,14034,40.5800199515462,56.5626336041043,-15.9826136525581
"953","24021",51891,56472,1594,5005,6599,-4581,114962,45.1375237034846,49.1223186792157,-3.98479497573112
"954","24023",2252,10189,97,367,464,-7937,12905,17.4506005424254,78.9538938395971,-61.5032932971716
"955","24025",43803,74261,1474,4686,6160,-30458,124224,35.2613021638331,59.7799137042761,-24.5186115404431
"956","24027",93808,44792,2085,5716,7801,49016,146401,64.0760650542005,30.5954194301951,33.4806456240053
"957","24029",4178,4598,102,288,390,-420,9166,45.5814968361335,50.1636482653284,-4.58215142919484
"958","24031",309761,82985,5637,9917,15554,226776,408300,75.8660298799902,20.3245162870438,55.5415135929464
"959","24033",313627,29290,4211,3963,8174,284337,351091,89.3292622140699,8.34256645712935,80.9866957569405
"960","24035",7316,16211,251,855,1106,-8895,24633,29.6999959404051,65.8100921528032,-36.110096212398
"961","24037",15786,26889,452,2042,2494,-11103,45169,34.9487480351569,59.5297659899489,-24.581017954792
"962","24039",3484,5056,57,171,228,-1572,8768,39.735401459854,57.6642335766423,-17.9288321167883
"963","24041",7865,10098,182,586,768,-2233,18731,41.9892157386151,53.9106294378303,-11.9214136992152
"964","24043",19193,38842,704,1992,2696,-19649,60731,31.6032997974675,63.957451713293,-32.3541519158255
"965","24045",16327,20832,388,1175,1563,-4505,38722,42.164660916275,53.798874025102,-11.634213108827
"966","24047",8783,15910,227,651,878,-7127,25571,34.3475030307771,62.2189198701654,-27.8714168393884
"967","24510",178562,22726,3619,4073,7692,155836,208980,85.4445401473825,10.874724854053,74.5698152933295
"968","25001",71632,53842,1889,5304,7193,17790,132667,53.9938341863463,40.5843201398991,13.4095140464471
"969","25003",43540,16799,1619,2549,4168,26741,64507,67.4965507619328,26.0421349620971,41.4544157998357
"970","25005",127619,104775,3605,10069,13674,22844,246068,51.8633060779947,42.5796934180796,9.28361265991514
"971","25007",8338,2474,258,364,622,5864,11434,72.9228616407207,21.6372223193983,51.2856393213224
"972","25009",220027,135405,4615,16093,20708,84622,376140,58.4960387089913,35.9985643643324,22.4974743446589
"973","25011",24369,10327,1405,1886,3291,14042,37987,64.1508937268013,27.1856161318346,36.9652775949667
"974","25013",110313,78230,3415,8262,11677,32083,200220,55.0958945160324,39.0720207771451,16.0238737388872
"975","25015",54572,22089,2590,3078,5668,32483,82329,66.2852700749432,26.8301570528004,39.4551130221429
"976","25017",508919,216163,10271,31984,42255,292756,767337,66.3227499781713,28.1705430599593,38.1522069182119
"977","25019",4144,1892,108,260,368,2252,6404,64.7095565271705,29.5440349781387,35.1655215490319
"978","25021",219129,119171,3984,15497,19481,99958,357781,61.2466844242707,33.3083646141075,27.9383198101632
"979","25023",133828,114722,3159,12459,15618,19106,264168,50.6601859422792,43.4276672420581,7.23251870022107
"980","25025",241212,50042,4372,7891,12263,191170,303517,79.4723195076388,16.487379619593,62.9849398880458
"981","25027",197126,157138,5620,21088,26708,39988,380972,51.7429102401226,41.2466008000588,10.4963094400638
"982","26001",1732,4201,54,164,218,-2469,6151,28.1580230856771,68.2978377499594,-40.1398146642822
"983","26003",1663,2585,67,177,244,-922,4492,37.0213713268032,57.546749777382,-20.5253784505788
"984","26005",17932,33812,595,2498,3093,-15880,54837,32.7005488994657,61.659098783668,-28.9585498842023
"985","26007",4877,9090,160,498,658,-4213,14625,33.3470085470085,62.1538461538461,-28.8068376068376
"986","26009",4448,8469,146,459,605,-4021,13522,32.8945422274811,62.6312675639698,-29.7367253364887
"987","26011",2238,4704,54,434,488,-2466,7430,30.121130551817,63.3109017496635,-33.1897711978466
"988","26013",1156,2158,49,106,155,-1002,3469,33.3237244162583,62.2081291438455,-28.8844047275872
"989","26015",9109,19197,346,1424,1770,-10088,30076,30.2866072616039,63.8283016358558,-33.5416943742519
"990","26017",21641,28327,544,2189,2733,-6686,52701,41.063736930988,53.7504032181552,-12.6866662871672
"991","26019",4108,5539,149,382,531,-1431,10178,40.3615641579878,54.4213008449597,-14.0597366869719
"992","26021",29496,38646,662,2760,3422,-9150,71564,41.2162539824493,54.0020121848974,-12.7857582024482
"993","26023",4740,11025,140,525,665,-6285,16430,28.8496652465003,67.1028606208156,-38.2531953743153
"994","26025",24154,31489,631,2282,2913,-7335,58556,41.2494022815766,53.7758726688982,-12.5264703873215
"995","26027",7270,14241,199,1453,1652,-6971,23163,31.3862625739326,61.4816733583733,-30.0954107844407
"996","26029",5137,8674,178,532,710,-3537,14521,35.3763514909442,59.7341780869086,-24.3578265959645
"997","26031",4302,8680,140,463,603,-4378,13585,31.6672800883327,63.894000736106,-32.2267206477733
"998","26033",5378,9120,243,583,826,-3742,15324,35.095275385017,59.5144870790916,-24.4192116940746
"999","26035",4250,8507,120,435,555,-4257,13312,31.9260817307692,63.9047475961538,-31.9786658653846
"1000","26037",16490,21635,379,1885,2264,-5145,40389,40.8279482037188,53.5665651538785,-12.7386169501597
"1001","26039",2110,4354,66,267,333,-2244,6797,31.0431072531999,64.0576725025747,-33.0145652493747
"1002","26041",6431,11112,182,660,842,-4681,18385,34.979602937177,60.4405765569758,-25.4609736197988
"1003","26043",3923,8580,123,450,573,-4657,13076,30.0015295197308,65.6163964515142,-35.6148669317834
"1004","26045",24534,27608,602,2617,3219,-3074,55361,44.316396018858,49.869041382923,-5.55264536406495
"1005","26047",6972,10616,279,806,1085,-3644,18673,37.3373319766508,56.8521394526857,-19.5148074760349
"1006","26049",102744,84174,2193,6221,8414,18570,195332,52.5996764483034,43.0927856162841,9.50689083201933
"1007","26051",3794,8124,87,393,480,-4330,12398,30.6017099532183,65.5266978544927,-34.9249879012744
"1008","26053",2925,4019,118,213,331,-1094,7275,40.2061855670103,55.2439862542955,-15.0378006872852
"1009","26055",20964,27412,756,2149,2905,-6448,51281,40.8806380530801,53.4544958171643,-12.5738577640842
"1010","26057",5665,9878,140,687,827,-4213,16370,34.6059865607819,60.3420891875382,-25.7361026267563
"1011","26059",4799,14094,184,700,884,-9295,19777,24.2655610052081,71.26460029327,-46.9990392880619
"1012","26061",6018,8475,216,837,1053,-2457,15546,38.7109224237746,54.5156310304902,-15.8047086067156
"1013","26063",4579,10629,104,477,581,-6050,15789,29.0012033694344,67.3190195705871,-38.3178162011527
"1014","26065",81266,44354,1876,5369,7245,36912,132865,61.1643397433485,33.3827569337297,27.7815828096188
"1015","26067",8206,16374,286,1338,1624,-8168,26204,31.3158296443291,62.4866432605709,-31.1708136162418
"1016","26069",4344,8344,146,459,605,-4000,13293,32.6788535319341,62.769878883623,-30.0910253516889
"1017","26071",2004,3675,36,175,211,-1671,5890,34.0237691001698,62.3938879456706,-28.3701188455008
"1018","26073",11404,12338,396,1093,1489,-934,25231,45.1983670881059,48.9001624985137,-3.70179541040783
"1019","26075",25795,39793,713,2901,3614,-13998,69202,37.2749342504552,57.5026733331407,-20.2277390826855
"1020","26077",67142,51031,1634,5643,7277,16111,125450,53.5209246711837,40.6783579115185,12.8425667596652
"1021","26079",2279,6213,118,283,401,-3934,8893,25.6268975598786,69.863937928708,-44.2370403688294
"1022","26081",138567,147959,3995,14235,18230,-9392,304756,45.4681778209453,48.5499875310084,-3.08180971006313
"1023","26083",527,814,20,62,82,-287,1423,37.0344342937456,57.2030920590302,-20.1686577652846
"1024","26085",1939,3159,48,152,200,-1220,5298,36.5987164967912,59.6262740656852,-23.0275575688939
"1025","26087",12734,30037,426,1730,2156,-17303,44927,28.343757651301,66.8573463618759,-38.5135887105749
"1026","26089",6774,7239,197,510,707,-465,14720,46.0190217391304,49.1779891304348,-3.15896739130435
"1027","26091",16750,26428,449,2044,2493,-9678,45671,36.6753519739003,57.866041908432,-21.1906899345318
"1028","26093",34378,65665,911,4261,5172,-31287,105215,32.6740483771325,62.4103027134914,-29.7362543363589
"1029","26095",681,1756,29,103,132,-1075,2569,26.508369015181,68.3534449202024,-41.8450759050214
"1030","26097",2085,3740,68,180,248,-1655,6073,34.332290465997,61.584060596081,-27.251770130084
"1031","26099",176238,224589,3886,12860,16746,-48351,417573,42.2053149988146,53.7843682421996,-11.579053243385
"1032","26101",4979,6915,200,456,656,-1936,12550,39.6733067729084,55.0996015936255,-15.4262948207171
"1033","26103",16042,14646,583,1458,2041,1396,32729,49.0146353386905,44.7493048977971,4.2653304408934
"1034","26105",5281,8505,189,601,790,-3224,14576,36.2307903402854,58.3493413830955,-22.1185510428101
"1035","26107",5827,10305,229,697,926,-4478,17058,34.1599249618947,60.411537108688,-26.2516121467933
"1036","26109",3539,6704,118,351,469,-3165,10712,33.037714712472,62.5840179238238,-29.5463032113518
"1037","26111",15655,23877,408,2224,2632,-8222,42164,37.1288302817569,56.6288777155868,-19.5000474338298
"1038","26113",1565,5386,74,241,315,-3821,7266,21.5386732727773,74.1260666116158,-52.5873933388384
"1039","26115",26859,43255,707,2985,3692,-16396,73806,36.3913502967238,58.606346367504,-22.2149960707801
"1040","26117",7874,16907,292,1316,1608,-9033,26389,29.8381901549888,64.0683618174239,-34.2301716624351
"1041","26119",1286,3498,44,159,203,-2212,4987,25.7870463204331,70.1423701624223,-44.3553238419892
"1042","26121",36640,35962,962,3170,4132,678,76734,47.7493679464123,46.8657961268799,0.883571819532406
"1043","26123",6212,15174,197,878,1075,-8962,22461,27.6568273896977,67.5570989715507,-39.900271581853
"1044","26125",342976,289127,6397,23143,29540,53849,661643,51.8370178479936,43.6983388322706,8.13867901572299
"1045","26127",3973,7228,116,492,608,-3255,11809,33.6438309763739,61.2075535608434,-27.5637225844695
"1046","26129",3030,6827,118,353,471,-3797,10328,29.3377226955848,66.1018590240124,-36.7641363284276
"1047","26131",1175,2069,29,128,157,-894,3401,34.5486621581888,60.8350485151426,-26.2863863569538
"1048","26133",2705,7336,96,401,497,-4631,10538,25.669007401784,69.6147276523059,-43.9457202505219
"1049","26135",1044,2843,18,140,158,-1799,4045,25.8096415327565,70.2843016069221,-44.4746600741656
"1050","26137",3556,8266,163,482,645,-4710,12467,28.5233015160022,66.3030400256678,-37.7797385096655
"1051","26139",46276,90456,1462,6476,7938,-44180,144670,31.9872813990461,62.5257482546485,-30.5384668556024
"1052","26141",2400,4486,50,237,287,-2086,7173,33.4588038477624,62.540080858776,-29.0812770110135
"1053","26143",4287,8141,142,413,555,-3854,12983,33.0201032118925,62.7050758684434,-29.6849726565509
"1054","26145",44395,45469,780,3199,3979,-1074,93843,47.3077373911746,48.4522020822011,-1.14446469102651
"1055","26147",24553,49067,276,2972,3248,-24514,76868,31.9417703075402,63.8328042878701,-31.8910339803299
"1056","26149",7529,14886,290,935,1225,-7357,23640,31.8485617597293,62.9695431472081,-31.1209813874788
"1057","26151",4873,13446,170,662,832,-8573,19151,25.4451464675474,70.2104328755678,-44.7652864080205
"1058","26153",1369,2556,31,165,196,-1187,4121,33.2200922106285,62.023780635768,-28.8036884251395
"1059","26155",12547,19232,362,1660,2022,-6685,33801,37.1202035442738,56.8977249193811,-19.7775213751072
"1060","26157",7493,17421,216,887,1103,-9928,26017,28.8003997386324,66.9600645731637,-38.1596648345313
"1061","26159",13258,17890,417,1480,1897,-4632,33045,40.1210470570434,54.1382962626721,-14.0172492056287
"1062","26161",128025,50335,2468,5806,8274,77690,186634,68.5968258730992,26.9698983036317,41.6269275694675
"1063","26163",517022,228313,7750,18751,26501,288709,771836,66.9859918428267,29.5805067397737,37.405485103053
"1064","26165",4436,10000,192,579,771,-5564,15207,29.1707766160321,65.7591898467811,-36.588413230749
"1065","27001",3134,5516,67,263,330,-2382,8980,34.8997772828508,61.4253897550111,-26.5256124721604
"1066","27003",75499,93341,2123,7726,9849,-17842,178689,42.2516215323831,52.2365674439949,-9.9849459116118
"1067","27005",5208,10880,130,580,710,-5672,16798,31.0036909155852,64.7696154304084,-33.7659245148232
"1068","27007",8688,10783,420,780,1200,-2095,20671,42.0298969570896,52.164868656572,-10.1349716994824
"1069","27009",5640,12872,245,683,928,-7232,19440,29.0123456790123,66.2139917695473,-37.201646090535
"1070","27011",921,1607,20,94,114,-686,2642,34.8599545798637,60.8251324753974,-25.9651778955337
"1071","27013",14428,15667,587,1604,2191,-1239,32286,44.6881001053088,48.5256767639224,-3.83757665861364
"1072","27015",3763,8708,136,503,639,-4945,13110,28.7032799389779,66.4225781845919,-37.719298245614
"1073","27017",8460,8160,233,703,936,300,17556,48.1886534518113,46.4798359535202,1.70881749829118
"1074","27019",21508,29057,488,2461,2949,-7549,53514,40.1913517957918,54.2979407257914,-14.1065889299996
"1075","27021",4949,9982,212,414,626,-5033,15557,31.8120460242977,64.164041910394,-32.3519958860963
"1076","27023",1978,3764,70,209,279,-1786,6021,32.851685766484,62.5145324696894,-29.6628467032054
"1077","27025",9279,18441,317,1213,1530,-9162,29250,31.7230769230769,63.0461538461538,-31.3230769230769
"1078","27027",12974,13549,416,1486,1902,-575,28425,45.6429199648197,47.6657871591909,-2.02286719437116
"1079","27029",1100,2925,33,94,127,-1825,4152,26.4932562620424,70.4479768786127,-43.9547206165703
"1080","27031",1912,1156,77,105,182,756,3250,58.8307692307692,35.5692307692308,23.2615384615385
"1081","27033",1678,3679,41,150,191,-2001,5548,30.2451333813987,66.3121845710166,-36.0670511896179
