"","FIPS","HRC","DJT","JS","GJ","Third","diff","total","pctHRC","pctDJT","pctDiff"
"38","1069",10547,30567,144,772,916,-20020,42030,25.0939804901261,72.7266238401142,-47.6326433499881
"39","1071",3663,16643,90,389,479,-12980,20785,17.6232860235747,80.072167428434,-62.4488814048593
"40","1073",151581,130614,1509,6407,7916,20967,290111,52.2493114704372,45.0220777564449,7.22723371399223
"41","1075",1035,5819,15,62,77,-4784,6931,14.9329101139807,83.9561390852691,-69.0232289712884
"42","1077",9877,27735,220,981,1201,-17858,38813,25.4476592894133,71.458016643908,-46.0103573544946
"43","1079",3611,10732,31,249,280,-7121,14623,24.6939752444779,73.3912329891267,-48.6972577446488
"44","1081",20987,34321,362,1998,2360,-13334,57668,36.3928001664701,59.5148089061525,-23.1220087396823
"45","1083",9340,28824,200,1036,1236,-19484,39400,23.7055837563452,73.1573604060914,-49.4517766497462
"46","1085",4882,1751,11,32,43,3131,6676,73.1276213301378,26.2282804074296,46.8993409227082
"47","1087",7237,1394,48,69,117,5843,8748,82.7274805669867,15.9350708733425,66.7924096936443
"48","1089",62435,89199,1248,6591,7839,-26764,159473,39.1508280398563,55.9336063158027,-16.7827782759464
"49","1091",5607,5224,13,104,117,383,10948,51.2148337595908,47.716477895506,3.49835586408477
"50","1093",1432,11273,26,181,207,-9841,12912,11.090458488228,87.3063816604709,-76.2159231722429
"51","1095",4913,29217,158,677,835,-24304,34965,14.0511940511941,83.5607035607036,-69.5095095095095
"52","1097",68429,91087,758,3113,3871,-22658,163387,41.8815450433633,55.7492334151432,-13.8676883717799
"53","1099",4310,5771,16,88,104,-1461,10185,42.3171330387825,56.6617574864998,-14.3446244477172
"54","11001",260223,11553,3995,4501,8496,248670,280272,92.8465918821716,4.12206713478335,88.7245247473883
"55","1101",58669,33928,489,1486,1975,24741,94572,62.0363321067546,35.87531193165,26.1610201751047
"56","1103",11216,37392,218,1165,1383,-26176,49991,22.4360384869276,74.7974635434378,-52.3614250565102
"57","1105",3823,1403,6,23,29,2420,5255,72.7497621313035,26.6983824928639,46.0513796384396
"58","1107",3972,5454,19,49,68,-1482,9494,41.836949652412,57.4468085106383,-15.6098588582263
"59","1109",5039,7681,48,257,305,-2642,13025,38.6871401151631,58.9712092130518,-20.2840690978887
"60","1111",2290,7697,19,124,143,-5407,10130,22.6061204343534,75.9822309970385,-53.3761105626851
"61","1113",9577,9210,68,281,349,367,19136,50.0470317725752,48.1291806020067,1.91785117056855
"62","1115",5550,31579,130,678,808,-26029,37937,14.6295173577246,83.2406357909165,-68.6111184331919
"63","1117",22927,72846,479,2956,3435,-49919,99208,23.1100314490767,73.4275461656318,-50.3175147165551
"64","1119",4739,1581,14,57,71,3158,6391,74.1511500547645,24.7379126897199,49.4132373650446
"65","1121",12108,20596,105,409,514,-8488,33218,36.4501174062255,62.0025287494732,-25.5524113432476
"66","1123",5271,12967,49,217,266,-7696,18504,28.4857328145266,70.0767401642888,-41.5910073497622
"67","1125",31746,47701,390,1871,2261,-15955,81708,38.8529886914378,58.3798404073041,-19.5268517158663
"68","1127",4486,24208,95,454,549,-19722,29243,15.3404233491776,82.7822042882057,-67.4417809390281
"69","1129",2366,6031,22,73,95,-3665,8492,27.8615167216204,71.0197833254828,-43.1582666038625
"70","1131",4329,1737,7,22,29,2592,6095,71.025430680886,28.4987694831829,42.526661197703
"71","1133",871,9225,29,130,159,-8354,10255,8.49341784495368,89.9561189663579,-81.4627011214042
"72","12001",75370,46584,1493,4032,5525,28786,127479,59.1234634724151,36.5424893511872,22.5809741212278
"73","12003",2112,10294,30,169,199,-8182,12605,16.7552558508528,81.6660055533518,-64.910749702499
"74","12005",21689,62010,561,2643,3204,-40321,86903,24.9577114714107,71.3554192605549,-46.3977077891442
"75","12007",2924,8913,47,177,224,-5989,12061,24.2434292347235,73.899344996269,-49.6559157615455
"76","12009",119525,181620,2701,9435,12136,-62095,313281,38.1526488998694,57.9735125973168,-19.8208636974473
"77","12011",546956,258521,4992,10897,15889,288435,821366,66.5910203246786,31.4745192764249,35.1165010482538
"78","12013",1236,4647,25,124,149,-3411,6032,20.4907161803714,77.039124668435,-56.5484084880637
"79","12015",33421,60196,567,1944,2511,-26775,96128,34.7671854194407,62.620672436751,-27.8534870173103
"80","12017",22765,54377,476,1722,2198,-31612,79340,28.6929669775649,68.5366775901185,-39.8437106125536
"81","12019",27768,74898,571,2805,3376,-47130,106042,26.1858508892703,70.6305048942872,-44.4446540050169
"82","12021",60941,105297,742,3256,3998,-44356,170236,35.7979510796776,61.853544491177,-26.0555934114993
"83","12023",7599,20359,150,523,673,-12760,28631,26.5411616779016,71.1082393210157,-44.5670776431141
"84","12027",3761,6744,50,166,216,-2983,10721,35.0806827721295,62.9045797966608,-27.8238970245313
"85","12029",1270,5822,21,77,98,-4552,7190,17.663421418637,80.9735744089012,-63.3101529902642
"86","12031",203627,210061,2874,11112,13986,-6434,427674,47.6126675926056,49.1170845082937,-1.50441691568812
"87","12033",57114,88370,1045,4554,5599,-31256,151083,37.8030618931316,58.4910281103764,-20.6879662172448
"88","12035",21985,33804,388,1111,1499,-11819,57288,38.376274263371,59.0071219103477,-20.6308476469767
"89","12037",1738,4119,33,95,128,-2381,5985,29.0392648287385,68.8220551378446,-39.7827903091061
"90","12039",14994,6721,78,228,306,8273,22021,68.0895508832478,30.5208664456655,37.5686844375823
"91","12041",1457,6740,43,154,197,-5283,8394,17.3576364069574,80.2954491303312,-62.9378127233738
"92","12043",1271,2996,18,54,72,-1725,4339,29.2924637013137,69.0481677805946,-39.7557040792809
"93","12045",1715,5320,27,195,222,-3605,7257,23.6323549676175,73.3085296954664,-49.676174727849
"94","12047",1899,3439,17,79,96,-1540,5434,34.9466323150534,63.2867132867133,-28.3400809716599
"95","12049",2147,5238,24,140,164,-3091,7549,28.4408530931249,69.3866737316201,-40.9458206384952
"96","12051",4610,6192,52,206,258,-1582,11060,41.6817359855335,55.9855334538879,-14.3037974683544
"97","12053",31818,59029,710,2050,2760,-27211,93607,33.9910476780583,63.0604548805111,-29.0694072024528
"98","12055",14901,29509,186,850,1036,-14608,45446,32.7883642124719,64.9320072173569,-32.1436430048849
"99","12057",306422,265928,4994,15598,20592,40494,592942,51.6782417167278,44.8489059638211,6.8293357529067
"100","12059",852,7476,19,133,152,-6624,8480,10.0471698113208,88.1603773584906,-78.1132075471698
"101","12061",28997,48564,417,1717,2134,-19567,79695,36.3849676893155,60.9373235460192,-24.5523558567037
"102","12063",6383,14231,59,266,325,-7848,20939,30.4837862362099,67.9640861550217,-37.4802999188118
"103","12065",3537,3930,42,110,152,-393,7619,46.4234151463447,51.5815723848274,-5.15815723848274
"104","12067",515,2795,10,47,57,-2280,3367,15.2955152955153,83.011583011583,-67.7160677160677
"105","12069",62597,101888,970,3969,4939,-39291,169424,36.9469496647464,60.1378789309661,-23.1909292662197
"106","12071",124725,191141,2116,6967,9083,-66416,324949,38.3829462469495,58.8218458896627,-20.4388996427132
"107","12073",91936,53777,1360,4395,5755,38159,151468,60.6966487971057,35.5038688039718,25.1927799931339
