elec_date,county_name,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30223,SUPREME COURT - DOUGLAS L. COMBS,,7,7,2,NO,,52,71,569,692
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30224,COURT OF CRIMINAL APPEALS - CLANCY SMITH,,7,7,1,YES,,60,98,1033,1191
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30224,COURT OF CRIMINAL APPEALS - CLANCY SMITH,,7,7,2,NO,,54,73,594,721
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30225,COURT OF CRIMINAL APPEALS - ARLENE JOHNSON,,7,7,1,YES,,68,98,1036,1202
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30225,COURT OF CRIMINAL APPEALS - ARLENE JOHNSON,,7,7,2,NO,,46,72,592,710
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30226,COURT OF CRIMINAL APPEALS - DAVID B. LEWIS,,7,7,1,YES,,65,98,1031,1194
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30226,COURT OF CRIMINAL APPEALS - DAVID B. LEWIS,,7,7,2,NO,,49,73,596,718
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30227,COURT OF CIVIL APPEALS - P. THOMAS THORNBRUGH,,7,7,1,YES,,63,98,1057,1218
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30227,COURT OF CIVIL APPEALS - P. THOMAS THORNBRUGH,,7,7,2,NO,,51,73,575,699
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30228,"COURT OF CIVIL APPEALS - WILLIAM C. HETHERINGTON, JR.",,7,7,1,YES,,63,97,1010,1170
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30228,"COURT OF CIVIL APPEALS - WILLIAM C. HETHERINGTON, JR.",,7,7,2,NO,,51,74,621,746
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30229,COURT OF CIVIL APPEALS - KENNETH L. BUETTNER,,7,7,1,YES,,64,97,1019,1180
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30229,COURT OF CIVIL APPEALS - KENNETH L. BUETTNER,,7,7,2,NO,,50,74,613,737
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30230,COURT OF CIVIL APPEALS - ROBERT BOBBY BELL,,7,7,1,YES,,63,98,1031,1192
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30230,COURT OF CIVIL APPEALS - ROBERT BOBBY BELL,,7,7,2,NO,,51,73,602,726
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30231,"COURT OF CIVIL APPEALS - E. BAY MITCHELL, III",,7,7,1,YES,,56,98,1006,1160
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30231,"COURT OF CIVIL APPEALS - E. BAY MITCHELL, III",,7,7,2,NO,,54,72,605,731
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30232,STATE QUESTION NO. 758 LEGISLATIVE REFERENDUM NO. 358,,7,7,1,FOR THE PROPOSAL - YES,,103,122,1156,1381
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30232,STATE QUESTION NO. 758 LEGISLATIVE REFERENDUM NO. 358,,7,7,2,AGAINST THE PROPOSAL - NO,,24,56,553,633
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30233,STATE QUESTION NO. 759 LEGISLATIVE REFERENDUM NO. 359,,7,7,1,FOR THE PROPOSAL - YES,,86,114,1045,1245
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30233,STATE QUESTION NO. 759 LEGISLATIVE REFERENDUM NO. 359,,7,7,2,AGAINST THE PROPOSAL - NO,,41,64,666,771
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30234,STATE QUESTION NO. 762 LEGISLATIVE REFERENDUM NO. 360,,7,7,1,FOR THE PROPOSAL - YES,,82,119,1148,1349
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30234,STATE QUESTION NO. 762 LEGISLATIVE REFERENDUM NO. 360,,7,7,2,AGAINST THE PROPOSAL - NO,,45,58,551,654
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30235,STATE QUESTION NO. 764 LEGISLATIVE REFERENDUM NO. 361,,7,7,1,FOR THE PROPOSAL - YES,,81,121,1150,1352
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30235,STATE QUESTION NO. 764 LEGISLATIVE REFERENDUM NO. 361,,7,7,2,AGAINST THE PROPOSAL - NO,,46,56,547,649
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30236,STATE QUESTION NO. 765 LEGISLATIVE REFERENDUM NO. 362,,7,7,1,FOR THE PROPOSAL - YES,,87,109,1125,1321
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30236,STATE QUESTION NO. 765 LEGISLATIVE REFERENDUM NO. 362,,7,7,2,AGAINST THE PROPOSAL - NO,,38,69,573,680
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30237,STATE QUESTION NO. 766 LEGISLATIVE REFERENDUM NO. 363,,7,7,1,FOR THE PROPOSAL - YES,,95,109,1025,1229
11/06/2012,ALFALFA,"FEDERAL, STATE AND COUNTY",30237,STATE QUESTION NO. 766 LEGISLATIVE REFERENDUM NO. 363,,7,7,2,AGAINST THE PROPOSAL - NO,,33,69,701,803
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",10001,FOR PRESIDENT AND VICE PRESIDENT,,17,17,1,BARACK OBAMA,DEM,48,261,934,1243
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",10001,FOR PRESIDENT AND VICE PRESIDENT,,17,17,2,MITT ROMNEY,REP,119,680,2739,3538
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",10005,FOR UNITED STATES REPRESENTATIVE DISTRICT 02,,17,17,1,ROB WALLACE,DEM,50,367,1395,1812
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",10005,FOR UNITED STATES REPRESENTATIVE DISTRICT 02,,17,17,2,MARKWAYNE MULLIN,REP,102,558,2097,2757
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",10005,FOR UNITED STATES REPRESENTATIVE DISTRICT 02,,17,17,3,MICHAEL G. FULKS,IND,5,15,154,174
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",10011,FOR STATE SENATOR DISTRICT 5,,6,6,1,JERRY ELLIS,DEM,8,52,543,603
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",10011,FOR STATE SENATOR DISTRICT 5,,6,6,2,HOWARD HOUCHEN,REP,13,33,339,385
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",10054,FOR STATE REPRESENTATIVE DISTRICT 22,,7,7,1,DORIS ANNE ROW,DEM,39,182,710,931
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",10054,FOR STATE REPRESENTATIVE DISTRICT 22,,7,7,2,CHARLES A McCALL,REP,80,460,1531,2071
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",20034,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,4,4,1,CLIFF RIDGWAY,DEM,26,263,580,869
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",20034,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,4,4,2,ELVIN COOK,REP,30,202,500,732
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30209,PROPOSITION,,17,17,1,FOR THE PROPOSITION - YES,,89,469,1800,2358
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30209,PROPOSITION,,17,17,2,AGAINST THE PROPOSITION - NO,,61,433,1719,2213
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30220,SUPREME COURT - NOMA D. GURICH,,17,17,1,YES,,72,479,1696,2247
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30220,SUPREME COURT - NOMA D. GURICH,,17,17,2,NO,,55,329,1451,1835
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30221,SUPREME COURT - YVONNE KAUGER,,17,17,1,YES,,75,469,1628,2172
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30221,SUPREME COURT - YVONNE KAUGER,,17,17,2,NO,,48,320,1467,1835
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30222,SUPREME COURT - JAMES E. EDMONDSON,,17,17,1,YES,,72,508,1767,2347
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30222,SUPREME COURT - JAMES E. EDMONDSON,,17,17,2,NO,,54,298,1372,1724
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30223,SUPREME COURT - DOUGLAS L. COMBS,,17,17,1,YES,,72,497,1737,2306
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30223,SUPREME COURT - DOUGLAS L. COMBS,,17,17,2,NO,,55,305,1399,1759
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30224,COURT OF CRIMINAL APPEALS - CLANCY SMITH,,17,17,1,YES,,76,484,1709,2269
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30224,COURT OF CRIMINAL APPEALS - CLANCY SMITH,,17,17,2,NO,,50,314,1418,1782
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30225,COURT OF CRIMINAL APPEALS - ARLENE JOHNSON,,17,17,1,YES,,83,470,1687,2240
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30225,COURT OF CRIMINAL APPEALS - ARLENE JOHNSON,,17,17,2,NO,,43,321,1416,1780
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30226,COURT OF CRIMINAL APPEALS - DAVID B. LEWIS,,17,17,1,YES,,75,480,1698,2253
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30226,COURT OF CRIMINAL APPEALS - DAVID B. LEWIS,,17,17,2,NO,,51,310,1401,1762
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30227,COURT OF CIVIL APPEALS - P. THOMAS THORNBRUGH,,17,17,1,YES,,73,489,1711,2273
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30227,COURT OF CIVIL APPEALS - P. THOMAS THORNBRUGH,,17,17,2,NO,,52,307,1396,1755
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30228,"COURT OF CIVIL APPEALS - WILLIAM C. HETHERINGTON, JR.",,17,17,1,YES,,72,471,1676,2219
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30228,"COURT OF CIVIL APPEALS - WILLIAM C. HETHERINGTON, JR.",,17,17,2,NO,,51,317,1423,1791
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30229,COURT OF CIVIL APPEALS - KENNETH L. BUETTNER,,17,17,1,YES,,77,478,1680,2235
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30229,COURT OF CIVIL APPEALS - KENNETH L. BUETTNER,,17,17,2,NO,,47,309,1402,1758
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30230,COURT OF CIVIL APPEALS - ROBERT BOBBY BELL,,17,17,1,YES,,73,486,1715,2274
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30230,COURT OF CIVIL APPEALS - ROBERT BOBBY BELL,,17,17,2,NO,,53,305,1378,1736
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30231,"COURT OF CIVIL APPEALS - E. BAY MITCHELL, III",,17,17,1,YES,,70,473,1687,2230
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30231,"COURT OF CIVIL APPEALS - E. BAY MITCHELL, III",,17,17,2,NO,,56,321,1411,1788
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30232,STATE QUESTION NO. 758 LEGISLATIVE REFERENDUM NO. 358,,17,17,1,FOR THE PROPOSAL - YES,,92,549,2059,2700
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30232,STATE QUESTION NO. 758 LEGISLATIVE REFERENDUM NO. 358,,17,17,2,AGAINST THE PROPOSAL - NO,,52,323,1417,1792
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30233,STATE QUESTION NO. 759 LEGISLATIVE REFERENDUM NO. 359,,17,17,1,FOR THE PROPOSAL - YES,,76,496,1823,2395
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30233,STATE QUESTION NO. 759 LEGISLATIVE REFERENDUM NO. 359,,17,17,2,AGAINST THE PROPOSAL - NO,,67,360,1605,2032
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30234,STATE QUESTION NO. 762 LEGISLATIVE REFERENDUM NO. 360,,17,17,1,FOR THE PROPOSAL - YES,,85,546,2024,2655
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30234,STATE QUESTION NO. 762 LEGISLATIVE REFERENDUM NO. 360,,17,17,2,AGAINST THE PROPOSAL - NO,,59,317,1410,1786
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30235,STATE QUESTION NO. 764 LEGISLATIVE REFERENDUM NO. 361,,17,17,1,FOR THE PROPOSAL - YES,,54,387,1338,1779
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30235,STATE QUESTION NO. 764 LEGISLATIVE REFERENDUM NO. 361,,17,17,2,AGAINST THE PROPOSAL - NO,,85,468,2047,2600
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30236,STATE QUESTION NO. 765 LEGISLATIVE REFERENDUM NO. 362,,17,17,1,FOR THE PROPOSAL - YES,,64,427,1594,2085
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30236,STATE QUESTION NO. 765 LEGISLATIVE REFERENDUM NO. 362,,17,17,2,AGAINST THE PROPOSAL - NO,,78,431,1827,2336
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30237,STATE QUESTION NO. 766 LEGISLATIVE REFERENDUM NO. 363,,17,17,1,FOR THE PROPOSAL - YES,,73,455,1812,2340
11/06/2012,ATOKA,"FEDERAL, STATE AND COUNTY",30237,STATE QUESTION NO. 766 LEGISLATIVE REFERENDUM NO. 363,,17,17,2,AGAINST THE PROPOSAL - NO,,70,425,1678,2173
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",10001,FOR PRESIDENT AND VICE PRESIDENT,,7,7,1,BARACK OBAMA,DEM,18,14,212,244
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",10001,FOR PRESIDENT AND VICE PRESIDENT,,7,7,2,MITT ROMNEY,REP,144,245,1673,2062
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",10006,FOR UNITED STATES REPRESENTATIVE DISTRICT 03,,7,7,1,TIMOTHY RAY MURRAY,DEM,11,9,153,173
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",10006,FOR UNITED STATES REPRESENTATIVE DISTRICT 03,,7,7,2,FRANK D. LUCAS,REP,147,240,1655,2042
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",10006,FOR UNITED STATES REPRESENTATIVE DISTRICT 03,,7,7,3,WILLIAM M. SANDERS,IND,4,9,74,87
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",10022,FOR STATE SENATOR DISTRICT 27,,7,7,1,A. BRYCE MARLATT,REP,142,225,1595,1962
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",10022,FOR STATE SENATOR DISTRICT 27,,7,7,2,TOMMY W. NICHOLSON,IND,17,25,230,272
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30220,SUPREME COURT - NOMA D. GURICH,,7,7,1,YES,,86,157,1060,1303
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30220,SUPREME COURT - NOMA D. GURICH,,7,7,2,NO,,56,78,558,692
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30221,SUPREME COURT - YVONNE KAUGER,,7,7,1,YES,,86,153,1034,1273
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30221,SUPREME COURT - YVONNE KAUGER,,7,7,2,NO,,55,78,576,709
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30222,SUPREME COURT - JAMES E. EDMONDSON,,7,7,1,YES,,85,154,1089,1328
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30222,SUPREME COURT - JAMES E. EDMONDSON,,7,7,2,NO,,58,80,524,662
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30223,SUPREME COURT - DOUGLAS L. COMBS,,7,7,1,YES,,86,157,1088,1331
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30223,SUPREME COURT - DOUGLAS L. COMBS,,7,7,2,NO,,54,76,518,648
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30224,COURT OF CRIMINAL APPEALS - CLANCY SMITH,,7,7,1,YES,,87,158,1081,1326
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30224,COURT OF CRIMINAL APPEALS - CLANCY SMITH,,7,7,2,NO,,51,74,520,645
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30225,COURT OF CRIMINAL APPEALS - ARLENE JOHNSON,,7,7,1,YES,,89,159,1058,1306
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30225,COURT OF CRIMINAL APPEALS - ARLENE JOHNSON,,7,7,2,NO,,51,75,543,669
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30226,COURT OF CRIMINAL APPEALS - DAVID B. LEWIS,,7,7,1,YES,,89,163,1075,1327
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30226,COURT OF CRIMINAL APPEALS - DAVID B. LEWIS,,7,7,2,NO,,50,71,517,638
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30227,COURT OF CIVIL APPEALS - P. THOMAS THORNBRUGH,,7,7,1,YES,,86,153,1065,1304
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30227,COURT OF CIVIL APPEALS - P. THOMAS THORNBRUGH,,7,7,2,NO,,52,76,532,660
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30228,"COURT OF CIVIL APPEALS - WILLIAM C. HETHERINGTON, JR.",,7,7,1,YES,,83,152,1046,1281
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30228,"COURT OF CIVIL APPEALS - WILLIAM C. HETHERINGTON, JR.",,7,7,2,NO,,56,77,537,670
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30229,COURT OF CIVIL APPEALS - KENNETH L. BUETTNER,,7,7,1,YES,,89,150,1038,1277
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30229,COURT OF CIVIL APPEALS - KENNETH L. BUETTNER,,7,7,2,NO,,50,79,545,674
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30230,COURT OF CIVIL APPEALS - ROBERT BOBBY BELL,,7,7,1,YES,,87,154,1054,1295
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30230,COURT OF CIVIL APPEALS - ROBERT BOBBY BELL,,7,7,2,NO,,51,76,529,656
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30231,"COURT OF CIVIL APPEALS - E. BAY MITCHELL, III",,7,7,1,YES,,92,153,1076,1321
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30231,"COURT OF CIVIL APPEALS - E. BAY MITCHELL, III",,7,7,2,NO,,47,77,508,632
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30232,STATE QUESTION NO. 758 LEGISLATIVE REFERENDUM NO. 358,,7,7,1,FOR THE PROPOSAL - YES,,121,189,1292,1602
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30232,STATE QUESTION NO. 758 LEGISLATIVE REFERENDUM NO. 358,,7,7,2,AGAINST THE PROPOSAL - NO,,26,61,483,570
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30233,STATE QUESTION NO. 759 LEGISLATIVE REFERENDUM NO. 359,,7,7,1,FOR THE PROPOSAL - YES,,96,173,1114,1383
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30233,STATE QUESTION NO. 759 LEGISLATIVE REFERENDUM NO. 359,,7,7,2,AGAINST THE PROPOSAL - NO,,51,75,629,755
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30234,STATE QUESTION NO. 762 LEGISLATIVE REFERENDUM NO. 360,,7,7,1,FOR THE PROPOSAL - YES,,98,125,986,1209
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30234,STATE QUESTION NO. 762 LEGISLATIVE REFERENDUM NO. 360,,7,7,2,AGAINST THE PROPOSAL - NO,,49,123,764,936
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30235,STATE QUESTION NO. 764 LEGISLATIVE REFERENDUM NO. 361,,7,7,1,FOR THE PROPOSAL - YES,,88,147,977,1212
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30235,STATE QUESTION NO. 764 LEGISLATIVE REFERENDUM NO. 361,,7,7,2,AGAINST THE PROPOSAL - NO,,58,98,735,891
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30236,STATE QUESTION NO. 765 LEGISLATIVE REFERENDUM NO. 362,,7,7,1,FOR THE PROPOSAL - YES,,98,171,1090,1359
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30236,STATE QUESTION NO. 765 LEGISLATIVE REFERENDUM NO. 362,,7,7,2,AGAINST THE PROPOSAL - NO,,47,74,646,767
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30237,STATE QUESTION NO. 766 LEGISLATIVE REFERENDUM NO. 363,,7,7,1,FOR THE PROPOSAL - YES,,94,149,985,1228
11/06/2012,BEAVER,"FEDERAL, STATE AND COUNTY",30237,STATE QUESTION NO. 766 LEGISLATIVE REFERENDUM NO. 363,,7,7,2,AGAINST THE PROPOSAL - NO,,52,98,768,918
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",10001,FOR PRESIDENT AND VICE PRESIDENT,,13,13,1,BARACK OBAMA,DEM,44,147,1226,1417
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",10001,FOR PRESIDENT AND VICE PRESIDENT,,13,13,2,MITT ROMNEY,REP,200,610,4698,5508
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",10006,FOR UNITED STATES REPRESENTATIVE DISTRICT 03,,13,13,1,TIMOTHY RAY MURRAY,DEM,33,113,816,962
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",10006,FOR UNITED STATES REPRESENTATIVE DISTRICT 03,,13,13,2,FRANK D. LUCAS,REP,201,624,4894,5719
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",10006,FOR UNITED STATES REPRESENTATIVE DISTRICT 03,,13,13,3,WILLIAM M. SANDERS,IND,7,20,208,235
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",20052,FOR COUNTY SHERIFF,,13,13,1,SCOTT JAY,DEM,130,437,3493,4060
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",20052,FOR COUNTY SHERIFF,,13,13,2,GAIL WILHITE,REP,103,315,2418,2836
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30220,SUPREME COURT - NOMA D. GURICH,,13,13,1,YES,,126,432,3792,4350
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30220,SUPREME COURT - NOMA D. GURICH,,13,13,2,NO,,64,235,1648,1947
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30221,SUPREME COURT - YVONNE KAUGER,,13,13,1,YES,,127,425,3736,4288
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30221,SUPREME COURT - YVONNE KAUGER,,13,13,2,NO,,61,240,1676,1977
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30222,SUPREME COURT - JAMES E. EDMONDSON,,13,13,1,YES,,130,442,3782,4354
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30222,SUPREME COURT - JAMES E. EDMONDSON,,13,13,2,NO,,59,220,1619,1898
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30223,SUPREME COURT - DOUGLAS L. COMBS,,13,13,1,YES,,128,432,3753,4313
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30223,SUPREME COURT - DOUGLAS L. COMBS,,13,13,2,NO,,58,232,1631,1921
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30224,COURT OF CRIMINAL APPEALS - CLANCY SMITH,,13,13,1,YES,,132,430,3730,4292
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30224,COURT OF CRIMINAL APPEALS - CLANCY SMITH,,13,13,2,NO,,55,231,1655,1941
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30225,COURT OF CRIMINAL APPEALS - ARLENE JOHNSON,,13,13,1,YES,,129,424,3746,4299
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30225,COURT OF CRIMINAL APPEALS - ARLENE JOHNSON,,13,13,2,NO,,58,236,1643,1937
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30226,COURT OF CRIMINAL APPEALS - DAVID B. LEWIS,,13,13,1,YES,,136,428,3761,4325
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30226,COURT OF CRIMINAL APPEALS - DAVID B. LEWIS,,13,13,2,NO,,53,228,1622,1903
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30227,COURT OF CIVIL APPEALS - P. THOMAS THORNBRUGH,,13,13,1,YES,,132,428,3760,4320
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30227,COURT OF CIVIL APPEALS - P. THOMAS THORNBRUGH,,13,13,2,NO,,55,232,1609,1896
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30228,"COURT OF CIVIL APPEALS - WILLIAM C. HETHERINGTON, JR.",,13,13,1,YES,,129,410,3634,4173
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30228,"COURT OF CIVIL APPEALS - WILLIAM C. HETHERINGTON, JR.",,13,13,2,NO,,58,242,1712,2012
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30229,COURT OF CIVIL APPEALS - KENNETH L. BUETTNER,,13,13,1,YES,,138,424,3679,4241
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30229,COURT OF CIVIL APPEALS - KENNETH L. BUETTNER,,13,13,2,NO,,50,234,1665,1949
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30230,COURT OF CIVIL APPEALS - ROBERT BOBBY BELL,,13,13,1,YES,,137,416,3694,4247
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30230,COURT OF CIVIL APPEALS - ROBERT BOBBY BELL,,13,13,2,NO,,51,238,1646,1935
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30231,"COURT OF CIVIL APPEALS - E. BAY MITCHELL, III",,13,13,1,YES,,133,414,3676,4223
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30231,"COURT OF CIVIL APPEALS - E. BAY MITCHELL, III",,13,13,2,NO,,55,240,1674,1969
11/06/2012,BECKHAM,"FEDERAL, STATE AND COUNTY",30232,STATE QUESTION NO. 758 LEGISLATIVE REFERENDUM NO. 358,,13,13,1,FOR THE PROPOSAL - YES,,175,521,4013,4709
